feature,top_eigenvector_loading,abs_loading
x713,-0.001297791,0.001297791
x348,-0.001297791,0.001297791
x588,-0.001297791,0.001297791
x497,-0.001297791,0.001297791
x599,-0.001297791,0.001297791
x365,-0.0012802987,0.0012802987
x84,-0.0012448692,0.0012448692
x1523,-0.0012448692,0.0012448692
x1365,-0.0012448692,0.0012448692
x402,-0.0012448692,0.0012448692
x47,-0.00124461,0.00124461
x1408,0.0012356414,0.0012356414
x1039,-0.0012320696,0.0012320696
x1067,-0.0012320696,0.0012320696
x1000,-0.0012315651,0.0012315651
x1554,0.0012018969,0.0012018969
x1541,0.0012018969,0.0012018969
x363,-0.0011924506,0.0011924506
x1515,0.0011167831,0.0011167831
x971,-0.0010425939,0.0010425939
x1183,-0.0010425939,0.0010425939
x1147,-0.0010425939,0.0010425939
x327,-0.0010046767,0.0010046767
x864,-0.0010046767,0.0010046767
x1282,-0.0010046767,0.0010046767
x194,-0.0010046767,0.0010046767
x794,-0.0010046767,0.0010046767
x1138,-0.0010046767,0.0010046767
x30,-0.0010009081,0.0010009081
x321,0.0009919201,0.0009919201
x1141,0.0009919201,0.0009919201
x1215,0.0009818362,0.0009818362
x493,0.0009818362,0.0009818362
x1369,0.0009818362,0.0009818362
x896,0.0009818362,0.0009818362
x501,0.0009818362,0.0009818362
x835,0.0009818362,0.0009818362
x408,0.0009818362,0.0009818362
x263,0.0009818362,0.0009818362
x1518,-0.0009248561,0.0009248561
x580,-0.0009172646,0.0009172646
x423,-0.0009122616,0.0009122616
x1521,0.00088638143,0.00088638143
x860,-0.00084282225,0.00084282225
x1101,-0.00083819416,0.00083819416
x1496,-0.00083819416,0.00083819416
x156,-0.0008123677,0.0008123677
x505,-0.00077757397,0.00077757397
x702,-0.00077757397,0.00077757397
x842,-0.00077757397,0.00077757397
x464,-0.00077757397,0.00077757397
x899,-0.00077757397,0.00077757397
x507,-0.00077757397,0.00077757397
x1386,-0.00077264436,0.00077264436
x23,-0.0007677499,0.0007677499
x891,-0.0007677499,0.0007677499
x144,-0.0007677499,0.0007677499
x471,-0.0007677499,0.0007677499
x303,-0.0007656006,0.0007656006
x151,-0.0007656006,0.0007656006
x218,-0.0007656006,0.0007656006
x233,-0.0007656006,0.0007656006
x112,-0.0007656006,0.0007656006
x299,-0.0007656006,0.0007656006
x324,-0.00076520134,0.00076520134
x1093,-0.00071830297,0.00071830297
x975,-0.00071830297,0.00071830297
x571,-0.0006923157,0.0006923157
x50,-0.0006923157,0.0006923157
x80,-0.0006923157,0.0006923157
x513,-0.0006923157,0.0006923157
x57,-0.0006707684,0.0006707684
x225,-0.0006707684,0.0006707684
x131,-0.0006707684,0.0006707684
x878,-0.0006707684,0.0006707684
x216,-0.0006707684,0.0006707684
x907,-0.0006707684,0.0006707684
x879,-0.0006707684,0.0006707684
x1467,-0.0006619466,0.0006619466
x226,-0.0006451492,0.0006451492
x758,-0.00064513984,0.00064513984
x701,-0.00064513984,0.00064513984
x851,-0.00064513984,0.00064513984
x1550,-0.0006427748,0.0006427748
x1085,-0.0005951683,0.0005951683
x35,-0.0005951683,0.0005951683
x724,-0.0005951683,0.0005951683
x934,-0.0005951683,0.0005951683
x135,-0.0005951683,0.0005951683
x837,-0.0005951683,0.0005951683
x409,-0.0005951683,0.0005951683
x984,-0.0005951683,0.0005951683
x1370,-0.00058983517,0.00058983517
x17,-0.00058983517,0.00058983517
x2,0.0005854539,0.0005854539
x1175,0.0005786436,0.0005786436
x913,0.0005786436,0.0005786436
x619,0.0005786436,0.0005786436
x230,0.0005786436,0.0005786436
x217,0.0005786436,0.0005786436
x1163,0.0005786436,0.0005786436
x589,0.0005774385,0.0005774385
x199,0.0005774385,0.0005774385
x1144,0.0005774385,0.0005774385
x1005,0.0005764703,0.0005764703
x391,0.0005764703,0.0005764703
x54,0.0005764703,0.0005764703
x658,0.0005764703,0.0005764703
x621,0.0005764703,0.0005764703
x1349,0.0005764703,0.0005764703
x938,-0.0005553251,0.0005553251
x602,-0.0005553251,0.0005553251
x168,-0.0005322935,0.0005322935
x537,-0.0005322935,0.0005322935
x404,-0.0005322935,0.0005322935
x94,-0.0005322935,0.0005322935
x750,-0.0005322935,0.0005322935
x296,-0.0005322935,0.0005322935
x1053,-0.00051358587,0.00051358587
x1552,0.0005089057,0.0005089057
x1261,-0.0004956322,0.0004956322
x1117,-0.0004956322,0.0004956322
x1194,0.00047907923,0.00047907923
x869,-0.00042338474,0.00042338474
x1462,0.00041730463,0.00041730463
x1397,0.00041379748,0.00041379748
x883,-0.00039308908,0.00039308908
x459,-0.00039308908,0.00039308908
x1425,-0.00039308908,0.00039308908
x570,0.00039302782,0.00039302782
x431,0.00039302782,0.00039302782
x354,0.00039302782,0.00039302782
x822,0.00039302782,0.00039302782
x1529,-0.00037531139,0.00037531139
x1439,0.00036922202,0.00036922202
x1166,-0.0003618664,0.0003618664
x1307,-0.0003618664,0.0003618664
x1162,-0.00035930818,0.00035930818
x1170,-0.00035930818,0.00035930818
x1079,-0.00035930818,0.00035930818
x445,-0.00035930818,0.00035930818
x1300,-0.00034835466,0.00034835466
x1530,0.0003367868,0.0003367868
x1285,-0.0003305453,0.0003305453
x706,-0.0003305453,0.0003305453
x331,-0.0003305453,0.0003305453
x618,-0.0003305453,0.0003305453
x6,-0.0003305453,0.0003305453
x959,-0.0003305453,0.0003305453
x174,-0.00031603954,0.00031603954
x554,-0.00030804425,0.00030804425
x416,-0.00030186752,0.00030186752
x15,-0.00030186752,0.00030186752
x524,-0.00030186752,0.00030186752
x1379,-0.00030186752,0.00030186752
x468,-0.00030186752,0.00030186752
x8,-0.00030186752,0.00030186752
x124,-0.00030186752,0.00030186752
x1052,-0.00029062378,0.00029062378
x1036,0.0002868508,0.0002868508
x1003,0.0002868508,0.0002868508
x1326,0.00027863312,0.00027863312
x1551,0.0002753732,0.0002753732
x370,0.00027300688,0.00027300688
x670,0.00026582816,0.00026582816
x483,-0.00025934426,0.00025934426
x953,-0.00024711844,0.00024711844
x652,-0.00024711844,0.00024711844
x1021,-0.0002422678,0.0002422678
x567,0.00023841712,0.00023841712
x1421,-0.00021544393,0.00021544393
x1498,-0.00021318904,0.00021318904
x343,-0.00021010662,0.00021010662
x1494,-0.00020292273,0.00020292273
x64,0.00020286201,0.00020286201
x455,0.00020286201,0.00020286201
x250,0.00018912782,0.00018912782
x1273,0.00017927353,0.00017927353
x591,-0.00017665017,0.00017665017
x42,-0.00017665017,0.00017665017
x275,-0.00017665017,0.00017665017
x579,-0.00017665017,0.00017665017
x945,-0.00016841403,0.00016841403
x282,0.00016559099,0.00016559099
x1511,-0.00016245256,0.00016245256
x831,0.00015969931,0.00015969931
x898,0.00015969931,0.00015969931
x1352,0.00015807257,0.00015807257
x1245,-0.00015407527,0.00015407527
x1134,-0.00015407527,0.00015407527
x805,-0.00015189631,0.00015189631
x531,-0.00015189631,0.00015189631
x565,-0.00015189631,0.00015189631
x118,0.00014626155,0.00014626155
x407,0.0001408275,0.0001408275
x1275,0.0001408275,0.0001408275
x1182,-0.00013555313,0.00013555313
x1023,0.00013475746,0.00013475746
x1252,-0.00013365735,0.00013365735
x433,0.00012888398,0.00012888398
x196,-0.00012256006,0.00012256006
x29,-0.00012256006,0.00012256006
x90,-0.00012256006,0.00012256006
x1323,-0.00012237814,0.00012237814
x1027,-0.00012237814,0.00012237814
x1316,-0.00012237814,0.00012237814
x1476,0.00011776806,0.00011776806
x892,0.00011764997,0.00011764997
x1325,-0.00010629932,0.00010629932
x1111,-0.00010629932,0.00010629932
x1497,0.000102430895,0.000102430895
x264,0.000101807236,0.000101807236
x429,0.00010102035,0.00010102035
x1328,-9.044907e-05,9.044907e-05
x962,-9.041548e-05,9.041548e-05
x1150,-9.041548e-05,9.041548e-05
x991,8.611415e-05,8.611415e-05
x229,8.4680374e-05,8.4680374e-05
x600,8.4680374e-05,8.4680374e-05
x763,8.4680374e-05,8.4680374e-05
x833,8.4680374e-05,8.4680374e-05
x132,8.4680374e-05,8.4680374e-05
x808,8.4680374e-05,8.4680374e-05
x238,8.4680374e-05,8.4680374e-05
x1475,-8.394024e-05,8.394024e-05
x393,-7.279569e-05,7.279569e-05
x85,-7.279569e-05,7.279569e-05
x1463,6.9820955e-05,6.9820955e-05
x1241,-6.971219e-05,6.971219e-05
x995,-6.971219e-05,6.971219e-05
x793,6.691961e-05,6.691961e-05
x157,6.4541164e-05,6.4541164e-05
x220,6.4541164e-05,6.4541164e-05
x1471,6.4412554e-05,6.4412554e-05
x675,-6.420784e-05,6.420784e-05
x853,-6.420784e-05,6.420784e-05
x484,-6.420784e-05,6.420784e-05
x108,-6.420784e-05,6.420784e-05
x598,-6.420784e-05,6.420784e-05
x349,-6.420784e-05,6.420784e-05
x1064,-6.420784e-05,6.420784e-05
x1305,-6.420784e-05,6.420784e-05
x492,-6.420784e-05,6.420784e-05
x208,5.9688973e-05,5.9688973e-05
x475,-5.932611e-05,5.932611e-05
x516,-5.932611e-05,5.932611e-05
x490,-5.932611e-05,5.932611e-05
x1306,5.7810594e-05,5.7810594e-05
x272,5.760877e-05,5.760877e-05
x826,-5.6882993e-05,5.6882993e-05
x628,-5.6882993e-05,5.6882993e-05
x769,-5.6882993e-05,5.6882993e-05
x1499,-5.3750864e-05,5.3750864e-05
x1334,-5.3750864e-05,5.3750864e-05
x55,-5.3750864e-05,5.3750864e-05
x1137,-5.3750864e-05,5.3750864e-05
x1417,-5.3750864e-05,5.3750864e-05
x1443,-5.3750864e-05,5.3750864e-05
x1358,5.0073042e-05,5.0073042e-05
x1453,-4.839297e-05,4.839297e-05
x46,4.612037e-05,4.612037e-05
x593,4.612037e-05,4.612037e-05
x87,4.612037e-05,4.612037e-05
x999,4.612037e-05,4.612037e-05
x44,4.612037e-05,4.612037e-05
x708,4.612037e-05,4.612037e-05
x1044,4.612037e-05,4.612037e-05
x182,4.612037e-05,4.612037e-05
x989,-4.160607e-05,4.160607e-05
x452,-3.4494322e-05,3.4494322e-05
x1517,-3.4494322e-05,3.4494322e-05
x300,3.2764186e-05,3.2764186e-05
x970,3.1340576e-05,3.1340576e-05
x1298,3.1340576e-05,3.1340576e-05
x16,3.1279e-05,3.1279e-05
x342,3.1279e-05,3.1279e-05
x281,3.1223954e-05,3.1223954e-05
x385,2.9758763e-05,2.9758763e-05
x88,2.9758763e-05,2.9758763e-05
x4,2.9591978e-05,2.9591978e-05
x642,-2.840008e-05,2.840008e-05
x63,2.7898219e-05,2.7898219e-05
x285,2.6579039e-05,2.6579039e-05
x1451,-2.5506366e-05,2.5506366e-05
x1206,-2.5432128e-05,2.5432128e-05
x536,-2.542494e-05,2.542494e-05
x941,-2.542494e-05,2.542494e-05
x397,-2.542494e-05,2.542494e-05
x909,-2.542494e-05,2.542494e-05
x502,-2.542494e-05,2.542494e-05
x644,-2.542494e-05,2.542494e-05
x561,-2.542494e-05,2.542494e-05
x563,2.3848761e-05,2.3848761e-05
x753,2.3848761e-05,2.3848761e-05
x612,2.3848761e-05,2.3848761e-05
x1548,2.3457258e-05,2.3457258e-05
x262,-2.2426799e-05,2.2426799e-05
x1520,-2.2426799e-05,2.2426799e-05
x334,-2.2426799e-05,2.2426799e-05
x978,-2.2426799e-05,2.2426799e-05
x1214,-2.2426799e-05,2.2426799e-05
x1457,-2.2426799e-05,2.2426799e-05
x1466,-2.2426799e-05,2.2426799e-05
x610,2.2094426e-05,2.2094426e-05
x669,2.2094426e-05,2.2094426e-05
x575,2.2094426e-05,2.2094426e-05
x1512,-1.81511e-05,1.81511e-05
x1209,-1.81511e-05,1.81511e-05
x1354,-1.81511e-05,1.81511e-05
x1051,-1.81511e-05,1.81511e-05
x1390,-1.8124334e-05,1.8124334e-05
x1077,-1.8124334e-05,1.8124334e-05
x1297,-1.8124334e-05,1.8124334e-05
x541,-1.7760465e-05,1.7760465e-05
x252,-1.7760465e-05,1.7760465e-05
x557,-1.7395574e-05,1.7395574e-05
x488,-1.7395574e-05,1.7395574e-05
x886,-1.7395574e-05,1.7395574e-05
x159,-1.7395574e-05,1.7395574e-05
x659,-1.7395574e-05,1.7395574e-05
x1449,1.7085715e-05,1.7085715e-05
x1546,-1.7055456e-05,1.7055456e-05
x1132,1.6954245e-05,1.6954245e-05
x439,-1.6719863e-05,1.6719863e-05
x114,-1.6719863e-05,1.6719863e-05
x799,-1.6719863e-05,1.6719863e-05
x101,-1.6719863e-05,1.6719863e-05
x512,-1.6719863e-05,1.6719863e-05
x787,-1.6719863e-05,1.6719863e-05
x671,-1.6719863e-05,1.6719863e-05
x665,-1.6719863e-05,1.6719863e-05
x677,-1.6719863e-05,1.6719863e-05
x781,-1.4796995e-05,1.4796995e-05
x539,-1.4796995e-05,1.4796995e-05
x1225,-1.4796995e-05,1.4796995e-05
x1145,-1.4796995e-05,1.4796995e-05
x79,-1.4796995e-05,1.4796995e-05
x129,-1.4796995e-05,1.4796995e-05
x76,-1.4704342e-05,1.4704342e-05
x1032,-1.4531573e-05,1.4531573e-05
x1478,-1.4274044e-05,1.4274044e-05
x1460,-1.4274044e-05,1.4274044e-05
x1505,-1.4274044e-05,1.4274044e-05
x204,-1.4274044e-05,1.4274044e-05
x994,-1.4274044e-05,1.4274044e-05
x1420,-1.4274044e-05,1.4274044e-05
x257,-1.4274044e-05,1.4274044e-05
x294,1.400935e-05,1.400935e-05
x149,-1.3697649e-05,1.3697649e-05
x302,-1.3697649e-05,1.3697649e-05
x691,-1.2429185e-05,1.2429185e-05
x428,-1.2429185e-05,1.2429185e-05
x358,1.1598013e-05,1.1598013e-05
x292,1.1598013e-05,1.1598013e-05
x344,-1.0401212e-05,1.0401212e-05
x138,-1.0021456e-05,1.0021456e-05
x1524,-1.0021456e-05,1.0021456e-05
x1187,-1.0021456e-05,1.0021456e-05
x128,-1.0021456e-05,1.0021456e-05
x1310,-1.0021456e-05,1.0021456e-05
x1119,-1.0021456e-05,1.0021456e-05
x1456,-1.0021456e-05,1.0021456e-05
x956,-1.0021456e-05,1.0021456e-05
x141,-9.522858e-06,9.522858e-06
x1486,-9.088682e-06,9.088682e-06
x123,-8.2687975e-06,8.2687975e-06
x1160,-8.089488e-06,8.089488e-06
x1363,7.877749e-06,7.877749e-06
x136,7.823935e-06,7.823935e-06
x284,-7.6344595e-06,7.6344595e-06
x205,-7.5931443e-06,7.5931443e-06
x318,7.5235102e-06,7.5235102e-06
x1106,-7.5054386e-06,7.5054386e-06
x53,-7.5054386e-06,7.5054386e-06
x1120,-7.5054386e-06,7.5054386e-06
x170,-7.5054386e-06,7.5054386e-06
x1004,-7.5054386e-06,7.5054386e-06
x121,-7.5054386e-06,7.5054386e-06
x68,-7.5054386e-06,7.5054386e-06
x568,-7.5054386e-06,7.5054386e-06
x733,-7.5054386e-06,7.5054386e-06
x504,-7.5054386e-06,7.5054386e-06
x515,-7.5054386e-06,7.5054386e-06
x631,-7.5054386e-06,7.5054386e-06
x1076,-7.5054386e-06,7.5054386e-06
x1377,-7.5054386e-06,7.5054386e-06
x755,-7.5054386e-06,7.5054386e-06
x498,-7.5054386e-06,7.5054386e-06
x1020,-7.5054386e-06,7.5054386e-06
x161,-7.5054386e-06,7.5054386e-06
x12,6.938344e-06,6.938344e-06
x777,6.753854e-06,6.753854e-06
x815,6.7537158e-06,6.7537158e-06
x1056,6.704701e-06,6.704701e-06
x1290,6.704701e-06,6.704701e-06
x997,6.6651583e-06,6.6651583e-06
x1007,-5.7890024e-06,5.7890024e-06
x1545,-5.6383888e-06,5.6383888e-06
x258,5.5696914e-06,5.5696914e-06
x98,5.5696914e-06,5.5696914e-06
x1321,5.564467e-06,5.564467e-06
x1204,5.564467e-06,5.564467e-06
x1097,5.564467e-06,5.564467e-06
x969,5.564467e-06,5.564467e-06
x1131,5.564467e-06,5.564467e-06
x1235,5.564467e-06,5.564467e-06
x609,5.2709947e-06,5.2709947e-06
x83,4.6495807e-06,4.6495807e-06
x965,4.639569e-06,4.639569e-06
x1038,4.639569e-06,4.639569e-06
x1534,-3.249215e-06,3.249215e-06
x1528,2.978834e-06,2.978834e-06
x740,2.626041e-06,2.626041e-06
x1360,2.626041e-06,2.626041e-06
x291,2.626041e-06,2.626041e-06
x1255,2.626041e-06,2.626041e-06
x396,2.626041e-06,2.626041e-06
x811,2.626041e-06,2.626041e-06
x790,2.626041e-06,2.626041e-06
x687,2.626041e-06,2.626041e-06
x887,2.1402388e-06,2.1402388e-06
x649,2.1402388e-06,2.1402388e-06
x810,2.1402388e-06,2.1402388e-06
x876,2.1402388e-06,2.1402388e-06
x868,2.1402388e-06,2.1402388e-06
x867,2.1402388e-06,2.1402388e-06
x924,2.1402388e-06,2.1402388e-06
x705,2.0344587e-06,2.0344587e-06
x905,2.0344587e-06,2.0344587e-06
x1173,1.920486e-06,1.920486e-06
x1080,1.920486e-06,1.920486e-06
x1186,1.920486e-06,1.920486e-06
x473,-1.8638524e-06,1.8638524e-06
x838,-1.8638524e-06,1.8638524e-06
x776,-1.8638524e-06,1.8638524e-06
x664,-1.8549481e-06,1.8549481e-06
x736,-1.8549481e-06,1.8549481e-06
x861,-1.8549481e-06,1.8549481e-06
x150,1.590635e-06,1.590635e-06
x25,1.590635e-06,1.590635e-06
x1508,1.5838724e-06,1.5838724e-06
x19,-1.3287826e-06,1.3287826e-06
x214,-1.3287826e-06,1.3287826e-06
x756,9.573397e-07,9.573397e-07
x209,9.573397e-07,9.573397e-07
x1155,9.573397e-07,9.573397e-07
x1098,9.573397e-07,9.573397e-07
x152,9.573397e-07,9.573397e-07
x946,9.573397e-07,9.573397e-07
x791,9.573397e-07,9.573397e-07
x443,9.1725605e-07,9.1725605e-07
x188,9.1725605e-07,9.1725605e-07
x775,9.1725605e-07,9.1725605e-07
x1269,9.1725605e-07,9.1725605e-07
x1133,9.1725605e-07,9.1725605e-07
x613,9.1725605e-07,9.1725605e-07
x855,9.1725605e-07,9.1725605e-07
x796,9.1725605e-07,9.1725605e-07
x309,9.1725605e-07,9.1725605e-07
x522,9.1725605e-07,9.1725605e-07
x1292,8.187486e-07,8.187486e-07
x1226,8.1874106e-07,8.1874106e-07
x1375,8.1874106e-07,8.1874106e-07
x97,8.0334553e-07,8.0334553e-07
x93,8.0334553e-07,8.0334553e-07
x105,-6.129609e-07,6.129609e-07
x1062,-6.129609e-07,6.129609e-07
x56,-6.129609e-07,6.129609e-07
x530,-6.129609e-07,6.129609e-07
x1366,-6.129609e-07,6.129609e-07
x521,-6.129609e-07,6.129609e-07
x319,-6.129609e-07,6.129609e-07
x361,-6.129609e-07,6.129609e-07
x434,-6.129609e-07,6.129609e-07
x630,-6.129609e-07,6.129609e-07
x1184,-6.129609e-07,6.129609e-07
x977,-6.129609e-07,6.129609e-07
x371,-6.129609e-07,6.129609e-07
x651,-6.129609e-07,6.129609e-07
x1006,-5.9838305e-07,5.9838305e-07
x1319,-5.9838305e-07,5.9838305e-07
x422,-5.0739914e-07,5.0739914e-07
x779,-5.0739914e-07,5.0739914e-07
x698,-5.0739914e-07,5.0739914e-07
x10,-5.0739914e-07,5.0739914e-07
x1384,-5.0739914e-07,5.0739914e-07
x519,-5.0739914e-07,5.0739914e-07
x444,-5.0739914e-07,5.0739914e-07
x395,-5.0739914e-07,5.0739914e-07
x169,4.9658007e-07,4.9658007e-07
x254,4.9658007e-07,4.9658007e-07
x419,4.9658007e-07,4.9658007e-07
x326,4.9658007e-07,4.9658007e-07
x1381,4.9658007e-07,4.9658007e-07
x623,4.9658007e-07,4.9658007e-07
x41,4.9658007e-07,4.9658007e-07
x339,4.9658007e-07,4.9658007e-07
x751,4.9658007e-07,4.9658007e-07
x1281,4.9658007e-07,4.9658007e-07
x383,4.9658007e-07,4.9658007e-07
x1412,-4.0144766e-07,4.0144766e-07
x1356,-4.0144766e-07,4.0144766e-07
x276,2.9840308e-07,2.9840308e-07
x259,2.9840308e-07,2.9840308e-07
x1091,2.7879207e-07,2.7879207e-07
x1176,2.7879207e-07,2.7879207e-07
x27,1.9153019e-07,1.9153019e-07
x99,1.9153019e-07,1.9153019e-07
x117,1.9153019e-07,1.9153019e-07
x376,1.9153019e-07,1.9153019e-07
x119,1.9153019e-07,1.9153019e-07
x107,1.9153019e-07,1.9153019e-07
x71,1.9153019e-07,1.9153019e-07
x210,1.9153019e-07,1.9153019e-07
x1094,1.7306444e-07,1.7306444e-07
x1308,1.7306444e-07,1.7306444e-07
x481,-1.6722576e-07,1.6722576e-07
x845,-1.6722576e-07,1.6722576e-07
x728,-1.6722576e-07,1.6722576e-07
x1025,1.3361613e-07,1.3361613e-07
x1374,1.3361613e-07,1.3361613e-07
x1401,1.2083014e-07,1.2083014e-07
x1231,1.0774152e-07,1.0774152e-07
x1474,9.5285955e-08,9.5285955e-08
x1540,9.000675e-08,9.000675e-08
x1156,6.617109e-08,6.617109e-08
x1331,6.617109e-08,6.617109e-08
x1071,6.617109e-08,6.617109e-08
x24,4.989817e-08,4.989817e-08
x400,4.989817e-08,4.989817e-08
x1525,3.358752e-08,3.358752e-08
x1432,3.358752e-08,3.358752e-08
x1083,3.358752e-08,3.358752e-08
x1217,3.358752e-08,3.358752e-08
x130,3.358752e-08,3.358752e-08
x403,3.358752e-08,3.358752e-08
x460,2.7569563e-08,2.7569563e-08
x875,2.7569563e-08,2.7569563e-08
x532,2.7569563e-08,2.7569563e-08
x732,2.7569563e-08,2.7569563e-08
x735,2.7569563e-08,2.7569563e-08
x574,2.7569563e-08,2.7569563e-08
x653,2.7569563e-08,2.7569563e-08
x345,2.7569563e-08,2.7569563e-08
x249,2.7569563e-08,2.7569563e-08
x242,2.7569563e-08,2.7569563e-08
x739,2.7569563e-08,2.7569563e-08
x1336,-1.2669044e-08,1.2669044e-08
x406,-9.342742e-09,9.342742e-09
x964,-9.032845e-09,9.032845e-09
x1256,-9.032845e-09,9.032845e-09
x1387,-9.032845e-09,9.032845e-09
x222,-9.032845e-09,9.032845e-09
x148,-9.032845e-09,9.032845e-09
x931,5.276682e-09,5.276682e-09
x615,5.276682e-09,5.276682e-09
x316,5.276682e-09,5.276682e-09
x605,5.276682e-09,5.276682e-09
x48,5.276682e-09,5.276682e-09
x844,5.276682e-09,5.276682e-09
x368,5.276682e-09,5.276682e-09
x1001,5.276682e-09,5.276682e-09
x820,5.276682e-09,5.276682e-09
x802,5.276682e-09,5.276682e-09
x160,5.276682e-09,5.276682e-09
x1277,5.276682e-09,5.276682e-09
x1105,5.276682e-09,5.276682e-09
x315,1.1604303e-09,1.1604303e-09
x1161,3.2077806e-12,3.2077806e-12
x215,3.2077806e-12,3.2077806e-12
x271,3.2077806e-12,3.2077806e-12
x1238,3.2077806e-12,3.2077806e-12
x1249,0.0,0.0
x1244,0.0,0.0
x1246,0.0,0.0
x1242,0.0,0.0
x62,0.0,0.0
x426,0.0,0.0
x421,0.0,0.0
x413,0.0,0.0
x77,0.0,0.0
x5,0.0,0.0
x13,0.0,0.0
x922,0.0,0.0
x61,0.0,0.0
x940,0.0,0.0
x933,0.0,0.0
x1142,0.0,0.0
x581,0.0,0.0
x578,0.0,0.0
x577,0.0,0.0
x82,0.0,0.0
x81,0.0,0.0
x78,0.0,0.0
x814,0.0,0.0
x862,0.0,0.0
x847,0.0,0.0
x966,0.0,0.0
x957,0.0,0.0
x893,0.0,0.0
x904,0.0,0.0
x788,0.0,0.0
x792,0.0,0.0
x414,0.0,0.0
x126,0.0,0.0
x785,0.0,0.0
x784,0.0,0.0
x782,0.0,0.0
x988,0.0,0.0
x980,0.0,0.0
x125,0.0,0.0
x244,0.0,0.0
x289,0.0,0.0
x283,0.0,0.0
x280,0.0,0.0
x1114,0.0,0.0
x1127,0.0,0.0
x1103,0.0,0.0
x1107,0.0,0.0
x266,0.0,0.0
x261,0.0,0.0
x260,0.0,0.0
x255,0.0,0.0
x606,0.0,0.0
x601,0.0,0.0
x590,0.0,0.0
x595,0.0,0.0
x1070,0.0,0.0
x353,0.0,0.0
x1181,0.0,0.0
x1192,0.0,0.0
x207,0.0,0.0
x219,0.0,0.0
x667,0.0,0.0
x1378,0.0,0.0
x462,0.0,0.0
x494,0.0,0.0
x1196,0.0,0.0
x1193,0.0,0.0
x1301,0.0,0.0
x466,0.0,0.0
x469,0.0,0.0
x467,0.0,0.0
x314,0.0,0.0
x1340,0.0,0.0
x279,0.0,0.0
x277,0.0,0.0
x1347,0.0,0.0
x552,0.0,0.0
x543,0.0,0.0
x1151,0.0,0.0
x632,0.0,0.0
x629,0.0,0.0
x1095,0.0,0.0
x569,0.0,0.0
x1332,0.0,0.0
x306,0.0,0.0
x308,0.0,0.0
x185,0.0,0.0
x1406,0.0,0.0
x203,0.0,0.0
x1407,0.0,0.0
x1409,0.0,0.0
x142,0.0,0.0
x197,0.0,0.0
x175,0.0,0.0
x176,0.0,0.0
x718,0.0,0.0
x146,0.0,0.0
x737,0.0,0.0
x486,0.0,0.0
x487,0.0,0.0
x1202,0.0,0.0
x1210,0.0,0.0
x1212,0.0,0.0
x1222,0.0,0.0
x437,0.0,0.0
x438,0.0,0.0
x447,0.0,0.0
x454,0.0,0.0
x1419,0.0,0.0
x179,0.0,0.0
x184,0.0,0.0
x388,0.0,0.0
x387,0.0,0.0
x382,0.0,0.0
x1268,0.0,0.0
x1286,0.0,0.0
x335,0.0,0.0
x745,0.0,0.0
x390,0.0,0.0
x748,0.0,0.0
x1061,0.0,0.0
x1069,0.0,0.0
x1068,0.0,0.0
x692,0.0,0.0
x1012,0.0,0.0
x1033,0.0,0.0
x1274,0.0,0.0
x1034,0.0,0.0
x1037,0.0,0.0
x754,0.0,0.0
x770,0.0,0.0
x162,0.0,0.0
x164,0.0,0.0
x1426,0.0,0.0
x111,0.0,0.0
x115,0.0,0.0
x116,0.0,0.0
x92,0.0,0.0
x1543,0.0,0.0
x45,0.0,0.0
x38,0.0,0.0
x33,0.0,0.0
x26,0.0,0.0
