model,rmse,training_time_seconds,inference_time_seconds
xrfm,0.6184661512788179,2.018737900070846,0.006625400041230023
xgboost,0.6457533145882978,0.2569484000559896,0.0030483000446110964
random_forest,0.6034918035260106,0.6190276999259368,0.06532310007605702
